id,name_en,name_en_override,name_ka,name_ka_override,name_ru_override,lat,lat_override,lon,lon_override,rotation,rotation_override,mergeParent,hubTarget,vehicleMode_override,provider_override,gondolaInfo_override
1:3643,Kojori Zakaria Bakradze Street,,"კოჯორი, ზაქარია ბაქრაძის ქუჩა",,,41.662373,,44.700153,,270,,,,,,
1:3644,"Kojori, Sergeants Academy",,"კოჯორი, სერჟანტთა აკადემია",,,41.666917,,44.678213,,286,,,,,,
1:3645,Shindisi Center,,შინდისის ცენტრი,,,41.66764,,44.762,,6,,,,,,
1:3647,"Okrokana, Iakob Gogebashvili Street",,"ოქროყანა, იაკობ გოგებაშვილის ქუჩა",,,41.683457,,44.774995,,96,,,,,,
1:3648,turn to Okrokana,,ოქროყანის გადასახვევი,,,41.684116,,44.779544,,96,,,,,,
1:3650,Zurab Zhvania Square,,ზურაბ ჟვანიას მოედანი,,,41.731077,41.73106,44.768305,44.7683,86,,,,,,
1:3651,Vaso Godziashvili St #7,,ვასო გოძიაშვილის ქუჩა #7,,,41.755486,,44.76701,,258,,,,,,
1:3652,Kindergarten #33,,#33-ე ბაგა-ბაღი,,,41.751729,,44.761488,,152,,,,,,
1:3654,Tsinubani Lane,,წინუბნის გადასახვევი,,,41.690689,,45.005614,,100,,,,,,
1:3656,Fermtserta St #41,,ფერმწერთა ქუჩა #141,,,41.740266,,44.721245,,48,,,,,,
1:3657,Fermtserta St #44,,ფერმწერთა ქუჩა #44,,,41.740252,,44.721117,,228,,,,,,
1:3658,13 May Park,,13 მაისის სკვერი,,,41.757994,,44.772522,,137,,,,,,
1:3659,13 May Park,,13 მაისის სკვერი,,,41.758338,,44.772592,,325,,,,,,
1:3661,Grigol Peradze Street #42,,გრიგოლ ფერაძის ქუჩა #42,,,41.813417,,44.780837,,179,,,,,,
1:3662,Ureki Street,,ურეკის ქუჩა,,,41.779869,,44.803287,,217,,,,,,
1:3663,Gldani District Administration,,გლდანის რაიონის გამგეობა,,,41.788634,,44.801915,,44,,,,,,
1:3664,Levan Kbilashvili Street,,ლევან კბილაშვილის ქუჩა,,,41.801963,,44.81423,,203,,,,,,
1:3665,Sandro Akhmeteli Theatre,,სანდრო ახმეტელის თეატრი,,,41.79348,,44.811687,,124,,,,,,
1:3668,"Mukhiani M/D-4b, #35a",,"მუხიანის IVბ მ/რ, კორპუსი #35ა",,,41.780809,,44.830404,,119,,,,,,
1:3669,Mikhail Tsinamdzghvrishvili Street #130,,მიხეილ წინამძღვრიშვილის ქუჩა #130,,,41.715213,,44.796431,,154,,,,,,
1:3670,Giorgi Tovstonogov Street,,გიორგი ტოვსტონოგოვის ქუჩა,,,41.714108,,44.797217,,149,,,,,,
1:3671,Zurab Chavchavadze Street,,ზურაბ ჭავჭავაძის ქუჩა,,,41.712623,,44.798322,,153,,,,,,
1:3672,Kote Marjanishvili Street,,კოტე მარჯანიშვილის ქუჩა,,,41.710869,,44.799572,,153,,,,,,
1:3675,Shota Gamtsemlidze Street,,შოთა გამცემლიძის ქუჩა,,,41.699927,,44.808571,,160,,,,,,
1:3676,Petre Bagrationi Street,,პეტრე ბაგრატიონის ქუჩა,,,41.709932,,44.820496,,192,,,,,,
1:3678,Maxim Gorki Street,,მაქსიმ გორკის ქუჩა,,,41.703592,,44.806864,,188,,,,,,
1:3679,"Kojori, Giorgi Mazniashvili Street",,"კოჯორი, გიორგი მაზნიაშვილის ქუჩა",,,41.658517,,44.712073,,65,,,,,,
1:3680,"Kojori, Nikoloz Baratashvili St #32",,"კოჯორი, ნიკოლოზ ბარათაშვილის ქუჩა #32",,,41.659447,,44.714396,,259,,,,,,
1:3681,"Dideba, Dideba Street",,"დიდება, დიდების ქუჩა",,,41.653655,,44.658276,,88,,,,,,
1:3682,Elizbar Mindeli St #3,,ელიზბარ მინდელის ქუჩა #3,,,41.725143,,44.71453,,262,,,,,,
1:3684,Giorgi Saakadze Street,,გიორგი სააკაძის ქუჩა,,,41.725934,41.72595,44.776661,44.77669,314,,,,,,
1:3685,Giorgi Saakadze Street,,გიორგი სააკაძის ქუჩა,,,41.725925,41.72599,44.776591,44.77648,122,,,,,,
1:3686,ორთაჭალის ქუჩა #106,,ორთაჭალის ქუჩა #106,,,41.673947,,44.809514,,60,,,,,,
1:3687,"Ivertubani, Rekhi Street",,"ივერთუბანი, რეხის ქუჩა",,,41.726573,,44.830914,,334,,,,,,
1:3688,Leo Kvachadze St #37,,ლეო კვაჭაძის ქუჩა #37,,,41.744843,,44.717193,,293,,,,,,
1:3689,Leo Kvachadze St #54,,ლეო კვაჭაძის ქუჩა #54,,,41.744835,,44.716925,,113,,,,,,
1:3690,Ioseb Kechakmadze Street,,იოსებ კეჭაყმაძის ქუჩა,,,41.746252,,44.712363,,112,,,,,,
1:3691,Ioseb Kechakmadze Street,,იოსებ კეჭაყმაძის ქუჩა,,,41.746322,,44.712467,,294,,,,,,
1:3693,Niko Muskhelishvili St #7,,ნიკო მუსხელიშვილის ქუჩა #7,,,41.697965,,44.852331,,165,,,,,,
1:3694,Ramaz Shengelia Street,,რამაზ შენგელიას ქუჩა,,,41.788193,,44.818739,,328,,,,,,
1:3696,Leselidze Street,,ლესელიძის ქუჩა,,,41.698363,,44.705171,,18,,,,,,
1:3697,Anbani Square,,ანბანის სკვერი,,,41.786935,,44.765285,,107,,,,,,
1:3698,"Shindisi, Titsian Tabidze Street",,"შინდისი, ტიციან ტაბიძის ქუჩა",,,41.677335,,44.778492,,222,,,,,,
1:3699,Tsotne Dadiani St #71,,ცოტნე დადიანის ქუჩა #71,,,41.727736,,44.798987,,341,,,,,,
1:3700,Shatili Street,,შატილის ქუჩა,,,41.777077,,44.805608,,207,,,,,,
1:3702,Davit Guramishvili Ave #154,,დავით გურამიშვილის გამზირი #154,,,41.780481,,44.796959,,32,,,,,,
1:3703,Wine Rise,,ღვინის აღმართი,,,41.692443,,44.812331,,124,,,,,,
1:3704,Vakhtang Gorgasali Street,,ვახტანგ გორგასლის ქუჩა,,,41.670249,,44.849981,,99,,,,,,
1:3705,Vakhtang Gorgasali Street,,ვახტანგ გორგასლის ქუჩა,,,41.670383,,44.849464,,278,,,,,,
1:3706,"Orkhevi, Samgori 1st Turn",,"ორხევი, სამგორის I შესახვევი",,,41.704649,,44.930174,,72,,,,,,
1:3707,"Orkhevi, Samgori 1st Turn",,"ორხევი, სამგორის I შესახვევი",,,41.704645,,44.929949,,245,,,,,,
1:3708,სოფ. დიდგორი,,სოფ. დიდგორი,,,41.792326,,44.669542,,241,,,,,,
1:3709,University Street #1,,უნივერსიტეტის ქუჩა #1,,,41.719956,,44.744397,,270,,,,,,
1:3710,Otar Lortkipanidze Street,,ოთარ ლორთქიფანიძის ქუჩა,,,41.718927,,44.739096,,256,,,,,,
1:3711,University Street #11,,უნივერსიტეტის ქუჩა #11,,,41.718194,,44.734848,,263,,,,,,
1:3712,University Street #13,,უნივერსიტეტის ქუჩა #13,,,41.717708,,44.729666,,264,,,,,,
1:3714,Olympic Palace,,ოლიმპიური სასახლე,,,41.717532,,44.727611,,87,,,,,,
1:3715,University Street #10,,უნივერსიტეტის ქუჩა #10,,,41.717786,,44.73123,,80,,,,,,
1:3716,University Street #8,,უნივერსიტეტის ქუჩა #8,,,41.718085,,44.734613,,83,,,,,,
1:3717,Otar Lortkipanidze Street,,ოთარ ლორთქიფანიძის ქუჩა,,,41.718799,,44.738884,,75,,,,,,
1:3718,University Street #1,,უნივერსიტეტის ქუჩა #1,,,41.719839,41.71982,44.744781,44.74477,94,,,,,,
1:3719,ჯავახიშვილისა და ფიროსმანის ქუჩების გადაკვეთა,,ჯავახიშვილისა და ფიროსმანის ქუჩების გადაკვეთა,,,41.775762,,44.736135,,357,,,,,,
1:3720,Okrokana Public School #28,,"ოქროყანა, #28-ე საჯარო სკოლა",,,41.685773,,44.774925,,91,,,,,,
1:3721,"Okrokana, Tbilisi St #28",,"ოქროყანა, თბილისის ქუჩა #28",,,41.686182,,44.772779,,106,,,,,,
1:3722,Tianeti Ave #12,,თიანეთის გზატკეცილი #12,,,41.805736,,44.816317,,201,,,,,,
1:3723,Nikoloz Agiashvili Street,,ნიკოლოზ აგიაშვილის ქუჩა,,,41.730869,,44.831209,,247,,,,,,
1:3724,Zakaria Jorjadze Street,,ზაქარია ჯორჯაძის ქუჩა,,,41.732174,,44.834186,,234,,,,,,
1:3725,Tamuna Dolidze Street,,თამუნა დოლიძის ქუჩა,,,41.734592,,44.837582,,269,,,,,,
1:3726,University Street #2,,უნივერსიტეტის ქუჩა #2,,,41.719322,,44.741579,,75,,,,,,
1:3727,Bagebi Student's Hostel,,ბაგების სტუდქალაქი,,,41.713283,,44.716952,,348,,,,,,
1:3729,Kiziki Street #34,,ქიზიყის ქუჩა #34,,,41.681386,,44.924128,,71,,,,,,
1:3730,სამშვილდის ქუჩა #27/31,,სამშვილდის ქუჩა #27/31,,,41.723921,,44.806144,,186,,,,,,
1:3735,დავით აღმაშენებლის სახელობის ეკლესია,,დავით აღმაშენებლის სახელობის ეკლესია,,,41.692854,,44.689595,,70,,,,,,
1:3736,Kindergarten #169,,#169-ე ბაგა-ბაღი,,,41.701796,,44.875197,,90,,,,,,
1:3737,London Park,,ლონდონის პარკი,,,41.705522,,44.804668,,149,,,,,,
1:3738,Ivane Turgenevi Street,,ივანე ტურგენევის ქუჩა,,,41.707112,,44.803413,,149,,,,,,
1:3739,Dimitri Uznadze Street,,დიმიტრი უზნაძის ქუჩა,,,41.70371,,44.80135,,92,,,,,,
1:3740,Agrarian University Lane,,აგრარული უნივერსიტეტის ასახვევი,,,41.803109,,44.770401,,307,,,,,,
1:3742,Iasamani Street,,იასამნის ქუჩა,,,41.748175,,44.770214,,187,,,,,,
1:3744,Street of Heroes Fighting for Territorial Integrity,,საქართველოს ერთიანობისთვის მებრძოლთა ქუჩა,,,41.698443,,44.882747,,270,,,,,,
1:3745,"Vazisubani M/D-3, Block-2, #15",,ვაზისუბნის III მ/რ II კვარტალი #15,,,41.707933,,44.854096,,141,,,,,,
1:3746,Evsiti Zhvania Street,,ევსიტი ჟვანიას ქუჩა,,,41.685587,,44.922101,,348,,,,,,
1:3747,Evsiti Zhvania Street,,ევსიტი ჟვანიას ქუჩა,,,41.685553,,44.922037,,170,,,,,,
1:3748,Platform Orkhevi,,ბაქანი ორხევი,,,41.686254,,44.917109,,163,,,,,,
1:3749,Platform Orkhevi,,ბაქანი ორხევი,,,41.686178,,44.917019,,73,,,,,,
1:3750,Kiziki Street #62,,ქიზიყის ქუჩა #62,,,41.685462,,44.913008,,255,,,,,,
1:3751,Kiziki Street #25a,,ქიზიყის ქუჩა #25ა,,,41.685404,,44.912986,,76,,,,,,
1:3752,Kiziki Street #44,,ქიზიყის ქუჩა #44,,,41.684423,,44.905653,,267,,,,,,
1:3753,Kiziki Street #48,,ქიზიყის ქუჩა #48,,,41.684475,,44.907425,,82,,,,,,
1:3754,Kiziki Street #17,,ქიზიყის ქუჩა #17,,,41.684371,,44.905747,,88,,,,,,
1:3755,Police Street #4,,პოლიციის ქუჩა #4,,,41.678584,,44.898133,,26,,,,,,
1:3756,Bus Depot #1,,ავტობაზა #1,,,41.681797,,44.899895,,4,,,,,,
1:3757,Bus Depot #1,,ავტობაზა #1,,,41.681835,,44.899828,,183,,,,,,
1:3758,Police Street #4,,პოლიციის ქუჩა #4,,,41.678601,,44.898065,,208,,,,,,
1:3759,Kiziki Street #48,,ქიზიყის ქუჩა #48,,,41.684505,,44.907238,,173,,,,,,
1:3760,Grigol Lortkipanidze St #9,,გრიგოლ ლორთქიფანიძის ქუჩა #9,,,41.680958,,44.874315,,112,,,,,,
1:3761,Platforma Kilometer #3,,პლატფორმა მე-3 კილომეტრი,,,41.679586,,44.877607,,128,,,,,,
1:3762,Grigol Lortkipanidze St #14,,გრიგოლ ლორთქიფანიძის ქუჩა #14,,,41.677241,,44.88176,,295,,,,,,
1:3763,Grigol Lortkipanidze St #14,,გრიგოლ ლორთქიფანიძის ქუჩა #14,,,41.677097,,44.882109,,106,,,,,,
1:3764,Platforma Kilometer #3,,პლატფორმა მე-3 კილომეტრი,,,41.67952,,44.877834,,307,,,,,,
1:3765,Grigol Lortkipanidze St #9,,გრიგოლ ლორთქიფანიძის ქუჩა #9,,,41.680997,,44.874365,,291,,,,,,
1:3766,Grigol Lortkipanidze St #22,,გრიგოლ ლორთქიფანიძის ქუჩა #22,,,41.678271,,44.884126,,298,,,,,,
1:3767,Grigol Lortkipanidze St #76,,გრიგოლ ლორთქიფანიძის ქუჩა #76,,,41.677844,,44.885104,,118,,,,,,
1:3768,Grigol Lortkipanidze St #100,,გრიგოლ ლორთქიფანიძის ქუჩა #100,,,41.677079,,44.889942,,243,,,,,,
1:3769,Grigol Lortkipanidze St #98,,გრიგოლ ლორთქიფანიძის ქუჩა #98,,,41.676972,,44.889809,,63,,,,,,
1:3770,Grigol Lortkipanidze St #136,,გრიგოლ ლორთქიფანიძის ქუჩა #136,,,41.677462,,44.893554,,275,,,,,,
1:3771,Grigol Lortkipanidze St #36,,გრიგოლ ლორთქიფანიძის ქუჩა #36,,,41.677417,,44.893439,,97,,,,,,
1:3772,Grigol Lortkipanidze St #71,,გრიგოლ ლორთქიფანიძის ქუჩა #71,,,41.677183,,44.89652,,96,,,,,,
1:3773,Grigol Lortkipanidze St #140,,გრიგოლ ლორთქიფანიძის ქუჩა #140,,,41.677251,,44.896314,,276,,,,,,
1:3774,Kiziki St #39,,ქიზიყის ქუჩა #39,,,41.684954,,44.92386,,180,,,,,,
1:3775,"Didi Lilo, Aliosha Japaridze Street",,"დიდი ლილო, ალიოშა ჯაფარიძის ქუჩა",,,41.72181,,44.963199,,9,,,,,,
1:3776,"Didi Lilo, Aliosha Japaridze Street",,"დიდი ლილო, ალიოშა ჯაფარიძის ქუჩა",,,41.720999,,44.962943,,189,,,,,,
1:3777,Bioli Street,,ბიოლის ქუჩა,,,41.660326,,44.728939,,307,,,,,,
1:3778,Bioli Street,,ბიოლის ქუჩა,,,41.660299,,44.728799,,127,,,,,,
1:3779,Tabakhmela Veli Street,,ტაბახმელის ველის ქუჩა,,,41.655231,,44.726348,,290,,,,,,
1:3780,Besarion Kemularia Street,,ბესარიონ კემულარიას ქუჩა,,,41.653798,,44.730628,,114,,,,,,
1:3781,"Kojori, Alexandre Chkheidze Street",,"კოჯორი, ალექსანდრე ჩხეიძის ქუჩა",,,41.661315,,44.714146,,285,,,,,,
1:3782,"Kojori, Alexandre Chkheidze Street",,"კოჯორი, ალექსანდრე ჩხეიძის ქუჩა",,,41.661244,,44.714077,,103,,,,,,
1:3783,"Kojori, Galaktion Tabidze Street",,"კოჯორი, გალაკტიონ ტაბიძის ქუჩა",,,41.662451,,44.702693,,78,,,,,,
1:3784,"Kojori, Galaktion Tabidze Street",,"კოჯორი, გალაკტიონ ტაბიძის ქუჩა",,,41.662535,,44.702679,,259,,,,,,
1:3786,"Kojori, Azeula Street",,"კოჯორი, აზეულას ქუჩა",,,41.65303,,44.701129,,4,,,,,,
1:3787,"Kojori, Azeuli Street",,"კოჯორი, აზეულის ქუჩა",,,41.653033,,44.701083,,182,,,,,,
1:3788,"Kiketi, #26 May Street",,"კიკეთი, 26 მაისის ქუჩა",,,41.65686,,44.649521,,238,,,,,,
1:3789,"Kiketi, #26 May Street",,"კიკეთი, 26 მაისის ქუჩა",,,41.656868,,44.649795,,93,,,,,,
1:3790,Vasil Barnovi Street,,ვასილ ბარნოვის ქუჩა,,,41.705441,,44.780346,,18,,,,,,
1:3791,Bagebi Forest District,,ბაგების სატყეო უბანი,,,41.712238,,44.702032,,97,,,,,,
1:3792,Maghlivi Building of State University,,უნივერსიტეტის მაღლივი კორპუსი,,,41.717367,,44.721926,,89,,,,,,
1:3793,Avto Varazi St #30,,ავთო ვარაზის ქუჩა #30,,,41.738135,,44.71559,,124,,,,,,
1:3794,Avto Varazi St #67a,,ავთო ვარაზის ქუჩა #67ა,,,41.73821,,44.71567,,300,,,,,,
1:3796,"Okrokana, Amaghleba Street",,"ოქროყანა, ამაღლების ქუჩა",,,41.685957,,44.763668,,142,,,,,,
1:3797,"Okrokana, Amaghleba Street",,"ოქროყანა, ამაღლების ქუჩა",,,41.685733,,44.764003,,321,,,,,,
1:3798,"Okrokana, Mirza Gelovani Street",,"ოქროყანა, მირზა გელოვანის ქუჩა",,,41.683988,,44.765913,,322,,,,,,
1:3799,"Okrokana, Akaki Khorava Street",,"ოქროყანა, აკაკი ხორავას ქუჩა",,,41.682882,,44.768225,,294,,,,,,
1:3800,"Okrokana, Akaki Khorava Street",,"ოქროყანა, აკაკი ხორავას ქუჩა",,,41.682836,,44.768184,,113,,,,,,
1:3801,"Okrokana, Alexandre Kazbegi Street",,"ოქროყანა, ალექსანდრე ყაზბეგის ქუჩა",,,41.683481,,44.769148,,349,,,,,,
1:3802,Dampalo New Cemetery,,დამპალოს ახალი სასაფლაო,,,41.700936,,44.892006,,54,,,,,,
1:3803,Dampalo New Cemetery,,დამპალოს ახალი სასაფლაო,,,41.701087,,44.892156,,231,,,,,,
1:3806,"Varketili Farming, Akaki Tsereteli Street",,"ვარკეთილის მეურნეობა, აკაკი წერეთლის ქუჩა",,,41.70738,,44.903196,,296,,,,,,
1:3807,Varketili Farming #215 Public School,,"ვარკეთილის მეურნეობა, #215-ე საჯარო სკოლა",,,41.708667,,44.89893,,208,,,,,,
1:3810,Okrokana Tbilisi St #2,,"ოქროყანა, თბილისის ქუჩა #2",,,41.685036,,44.776607,,79,,,,,,
1:3811,Okrokana Tbilisi St #38,,"ოქროყანა, თბილისის ქუჩა #38",,,41.686482,,44.769907,,90,,,,,,
1:3812,Funikuliori Street,,ფუნიკულიორის ქუჩა,,,41.69062,,44.777371,,6,,,,,,
1:3813,Funikuliori Street,,ფუნიკულიორის ქუჩა,,,41.69066,,44.777307,,183,,,,,,
1:3814,"Okrokana, Ilia Chavchavadze Street",,"ოქროყანა, ილია ჭავჭავაძის ქუჩა",,,41.690055,,44.774838,,250,,,,,,
1:3815,"Okrokana, Innovation Street",,"ოქროყანა, ინოვაციების ქუჩა",,,41.689999,,44.774831,,66,,,,,,
1:3816,"Okrokana, Besiki Street",,"ოქროყანა, ბესიკის ქუჩა",,,41.689368,,44.772586,,73,,,,,,
1:3817,"Okrokana, Besiki Street",,"ოქროყანა, ბესიკის ქუჩა",,,41.689442,,44.772669,,254,,,,,,
1:3818,"Okrokana, Davit Guramishvili Street",,"ოქროყანა, დავით გურამიშვილის ქუჩა",,,41.68896,,44.770848,,71,,,,,,
1:3819,"Okrokana, Davit Guramishvili Street",,"ოქროყანა, დავით გურამიშვილის ქუჩა",,,41.689016,,44.770843,,252,,,,,,
1:3820,"Okrokana, Lado Asatiani Street",,"ოქროყანა, ლადო ასათიანის ქუჩა",,,41.686831,,44.764368,,273,,,,,,
1:3821,"Okrokana, Lado Asatiani Street",,"ოქროყანა, ლადო ასათიანის ქუჩა",,,41.686899,,44.764915,,58,,,,,,
1:3822,"Okrokana, Kindergarten",,"ოქროყანა, საბავშვო ბაღი",,,41.686458,,44.768163,,311,,,,,,
1:3823,"Okrokana, Akaki Tsereteli Street",,"ოქროყანა, აკაკი წერეთლის ქუჩა",,,41.68621,,44.768673,,92,,,,,,
1:3831,village Didi Gldani,,სოფელი დიდი გლდანი,,,41.816672,,44.805679,,163,,,,,,
1:3833,National Archive,,ეროვნული არქივი,,,41.727171,41.72718,44.768692,44.76871,313,,,,,,
1:3835,Varketili Farming #215 Public School,,"ვარკეთილის მეურნეობა, #215-ე საჯარო სკოლა",,,41.708645,,44.898979,,30,,,,,,
1:3836,Dimitri Gulia Square,,დიმიტრი გულიას მოედანი,,,41.675566,,44.828529,,123,,,,,,
1:3837,Revenue Service,,შემოსავლების სამსახური,,,41.78521,,44.804498,,120,,,,,,
1:3840,Didi Dighomi IV M/D (Bus Depot #2),,დიდი დიღომი IV მ/რ (ავტობაზა #2),,,41.795282,,44.748197,,58,,,,,,
1:3843,"Okrokana, Kindergarten",,"ოქროყანა, საბავშვო ბაღი",,,41.68649,,44.768008,,131,,,,,,
1:3844,Sisters Ishkhnelebi St,,დები იშხნელების ქუჩა,,,41.729141,,44.770478,,52,,,,,,
1:3846,აჭარის ქუჩა  #10,,აჭარის ქუჩა  #10,,,41.721577,,44.812535,,280,,,,,,
1:3847,Giorgi Brtskinvale Street #5,,გიორგი ბრწყინვალეს ქუჩა #5,,,41.788769,,44.762413,,271,,,,,,
1:3848,Giorgi Brtskinvale Street #25,,გიორგი ბრწყინვალეს ქუჩა #25,,,41.788746,,44.758631,,270,,,,,,
1:3849,Giorgi Brtskinvale Street #41,,გიორგი ბრწყინვალეს ქუჩა #41,,,41.788737,,44.75564,,267,,,,,,
1:3850,Ian Homer Street,,იან ჰომერის ქუჩა,,,41.787282,,44.740034,,92,,,,,,
1:3851,Ian Homer Street,,იან ჰომერის ქუჩა,,,41.787365,,44.739904,,270,,,,,,
1:3852,Giorgi Brtskinvale St #40,,გიორგი ბრწყინვალეს ქუჩა #40,,,41.788655,,44.755739,,90,,,,,,
1:3853,Giorgi Brtskinvale St #30,,გიორგი ბრწყინვალეს ქუჩა #30,,,41.788663,,44.758585,,90,,,,,,
1:3854,Giorgi Brtskinvale St #8,,გიორგი ბრწყინვალეს ქუჩა #8,,,41.788687,,44.762485,,88,,,,,,
1:3855,"M/S ""Marjanishvili""",,"მ/ს ""მარჯანიშვილი""",,,41.709705,,44.797812,,63,,,HUB_DIDUBE,,,
1:3856,თამარ მეფის ქუჩა #19-ის მიმდებარედ,,თამარ მეფის ქუჩა #19-ის მიმდებარედ,,,41.69625,,44.690917,,285,,,,,,
1:3857,Otar Chechelashvili Street,,ოთარ ჩეჩელაშვილის ქუჩა,,,41.712418,,44.816577,,40,,,,,,
1:3858,"Patara Lilo, Tamar Mepe St #28",,"პატარა ლილო, თამარ მეფის ქუჩა #28",,,41.744425,,44.906504,,184,,,,,,
1:3859,"Patara Lilo, Davit Aghmashenebeli St #33",,"პატარა ლილო, დავით აღმაშენებლის ქუჩა #33",,,41.737036,,44.905742,,184,,,,,,
1:3860,"Nasaguri, Ivane Machabeli Street",,"ნასაგური, ივანე მაჩაბლის ქუჩა",,,41.713115,,44.992557,,108,,,,,,
1:3861,"Nasaguri, Public School #216",,"ნასაგური, #216-ე საჯარო სკოლა",,,41.711724,,44.995897,,40,,,,,,
1:3862,სამშვილდისა და წყაროს ქუჩის გადაკვეთის მოპირდაპირედ,,სამშვილდისა და წყაროს ქუჩის გადაკვეთის მოპირდაპირედ,,,41.723259,,44.809574,,145,,,,,,
1:3864,ვარლამ ჩერქეზიშვილის ქუჩა #2,,ვარლამ ჩერქეზიშვილის ქუჩა #2,,,41.682147,,44.860122,,22,,,,,,
1:3865,Grigol Volski Street,,გრიგოლ ვოლსკის ქუჩა,,,41.67205,,44.807342,,77,,,,,,
1:3869,M/S Isani,,"მ/ს ""ისანი""",,,41.686338,,44.842989,,271,,,,,,
1:3870,Tata Tvalchrelidze St #11,,ტატა თვალჭრელიძის ქუჩა #11,,,41.737981,,44.72506,,99,,,,,,
1:3873,"M/S ""Rustaveli""",,"მ/ს ""რუსთაველი""",,,41.704243,41.70412,44.791405,44.79134,140,,,,,,
1:3886,Ioseb Grishashvili Street,,იოსებ გრიშაშვილის ქუჩა,,,41.684178,,44.822183,,144,,,,,,
1:3887,Liptov Street,,ლიპტოვის ქუჩა,,,41.736415,,44.838813,,144,,,,,,
1:3888,Liptov Street,,ლიპტოვის ქუჩა,,,41.737019,,44.839687,,322,,,,,,
1:3889,Sioni Street,,სიონის ქუჩა,,,41.69046,,44.807439,,284,,,,,,
1:3890,Vertskhli Street,,ვერცხლის ქუჩა,,,41.693414,,44.804759,,318,,,,,,
1:3892,Bazaleti Street,,ბაზალეთის ქუჩა,,,41.707975,,44.773014,,263,,,,,,
1:3894,Freedom Square,,თავისუფლების მოედანი,,,41.693715,,44.802107,,14,,,,,,
1:3895,Erekle II Street,,ერეკლე II-ის ქუჩა,,,41.692082,,44.806505,,335,,,,,,
1:3898,Vake Park,,ვაკის პარკი,,,41.709869,,44.753604,,188,,,,,,
1:3899,Dariali Street,,დარიალის ქუჩა,,,41.708716,,44.754766,,95,,,,,,
1:3901,Nikoloz Berdzenishvili Street,,ნიკოლოზ ბერძენიშვილის ქუჩა,,,41.70837,,44.758234,,102,,,,,,
1:3902,Lado Kavsadze Street,,ლადო კავსაძის ქუჩა,,,41.707997,,44.761656,,97,,,,,,
1:3903,Otar Taktakishvili Street,,ოთარ თაქთაქიშვილის ქუჩა,,,41.707777,,44.764486,,96,,,,,,
1:3904,Dimitri Arakishvili Street,,დიმიტრი არაყიშვილის ქუჩა,,,41.707513,,44.767353,,96,,,,,,
1:3905,Shalva Radiani Street,,შალვა რადიანის ქუჩა,,,41.707367,,44.769588,,96,,,,,,
1:3906,Vasil Petriashvili Street,,ვასილ პეტრიაშვილის ქუჩა,,,41.705897,,44.77984,,127,,,,,,
1:3908,Polikarpe Kakabadze Street,,პოლიკარპე კაკაბაძის ქუჩა,,,41.701313,,44.786858,,96,,,,,,
1:3909,Borbalo Street,,ბორბალოს ქუჩა,,,41.699278,,44.789787,,141,,,,,,
1:3910,Mtatsminda Street,,მთაწმინდის ქუჩა,,,41.696426,,44.791498,,154,,,,,,
1:3911,Funikuliori,,ფუნიკულიორი,,,41.694872,,44.792362,,130,,,,,,
1:3912,Shio Chitadze Street,,შიო ჩიტაძის ქუჩა,,,41.693707,,44.794175,,111,,,,,,
1:3913,Ilia Vekua Physics and Mathematics Public School No. 42,,აკადემიკოს ილია ვეკუას სახელობის ფიზიკა-მათემატიკის #42 საჯარო სკოლა,,,41.692457,,44.795369,,151,,,,,,
1:3914,Mikheil Lermontov Street,,მიხეილ ლერმონტოვის ქუჩა,,,41.690785,,44.79601,,178,,,,,,
1:3915,Mikheil Lermontov Street,,მიხეილ ლერმონტოვის ქუჩა,,,41.690652,,44.796131,,1,,,,,,
1:3916,Ilia Vekua Physics and Mathematics Public School No. 42,,აკადემიკოს ილია ვეკუას სახელობის ფიზიკა-მათემატიკის #42 საჯარო სკოლა,,,41.692479,,44.79548,,327,,,,,,
1:3917,Shio Chitadze Street,,შიო ჩიტაძის ქუჩა,,,41.693913,,44.793816,,294,,,,,,
1:3918,Funikuliori,,ფუნიკულიორი,,,41.694964,,44.792389,,310,,,,,,
1:3919,Mtatsminda Street,,მთაწმინდის ქუჩა,,,41.696531,,44.791552,,340,,,,,,
1:3920,Borbalo Street,,ბორბალოს ქუჩა,,,41.699416,,44.789779,,321,,,,,,
1:3921,Kote Makashvili Street,,კოტე მაყაშვილის ქუჩა,,,41.701423,,44.786574,,287,,,,,,
1:3922,Public School #49,,#49-ე საჯარო სკოლა,,,41.703674,,44.787172,,4,,,,,,
1:3923,Tamar Chovelidze Street,,თამარ ჭოველიძის ქუჩა,,,41.704239,,44.786047,,264,,,,,,
1:3924,Alexi Machavariani Street,,ალექსი მაჭავარიანის ქუჩა,,,41.704233,,44.783868,,276,,,,,,
1:3925,Simon Janashia Street,,სიმონ ჯანაშიას ქუჩა,,,41.705506,,44.780802,,302,,,,,,
1:3928,Didim Mirtskhulava Street,,დიდიმ მირცხულავას ქუჩა,,,41.708306,,44.770392,,279,,,,,,
1:3929,M/S Technical University,,"მ/ს ""სახელმწიფო უნივერსიტეტი""",,,41.722747,,44.717062,,179,,,,,,
1:3931,Nikoloz Baratashvili Street,,ნიკოლოზ ბარათაშვილის ქუჩა,,,41.69634,41.69633,44.803925,44.80393,83,,,HUB_VAKE,,,
1:3932,Nikoloz Baratashvili Street,,ნიკოლოზ ბარათაშვილის ქუჩა,,,41.696601,,44.803955,,263,,,HUB_1_3983,,,
